rank,symbol,name,sector,idx,score,mom12_pct,upratio63_pct,amt20_musd,vol_cv,ret_1w_pct,ret_1m_pct,dd52w_pct,close,mktcap_busd,top10pct,n_universe,date
2986,ARHS,Arhaus  Inc. - Class A Common Stock,Consumer Cyclical,,0.83,-37.7,49.2,15.3,0.49,-4.3,30.7,-20.6,9.39,1.39,0,3376,20260821
2987,TIGR,UP Fintech Holding Limited - American De,Financial Services,,0.828,-53.8,50.8,10.6,2.15,15.9,9.4,-59.0,5.33,0.86,0,3376,20260821
2988,ESAB,ESAB Corporation Common Stock,Industrials,,0.828,-25.5,42.9,52.6,0.47,-4.0,-2.7,-39.5,81.4,5.71,0,3376,20260821
2989,SMP,Standard Motor Products  Inc. Common Sto,Consumer Cyclical,,0.827,3.1,47.6,4.1,0.64,-0.8,1.4,-13.1,38.61,0.87,0,3376,20260821
2990,ALLT,Allot Ltd. - Ordinary Shares,Technology,,0.827,2.9,49.2,2.0,0.66,-4.5,0.1,-35.0,7.48,0.38,0,3376,20260821
2991,INR,Infinity Natural Resources  Inc. Class A,Energy,,0.825,-3.2,49.2,3.3,0.47,5.7,11.8,-22.6,14.88,0.26,0,3376,20260821
2992,BCML,BayCom Corp - Common Stock,Financial Services,,0.823,20.6,46.0,1.8,0.76,-3.4,-9.4,-13.8,30.0,0.33,0,3376,20260821
2993,ARDT,Ardent Health  Inc. Common Stock,Healthcare,,0.823,-20.0,50.8,4.1,0.62,0.7,5.5,-27.7,10.99,1.5,0,3376,20260821
2994,VKQ,Invesco Municipal Trust Common Stock,Financial Services,,0.822,14.1,47.6,1.6,0.34,-2.0,0.2,-3.7,9.7,0.54,0,3376,20260821
2995,GOOD,Gladstone Commercial Corporation - Real ,Real Estate,,0.822,6.4,46.0,5.4,0.41,-0.2,1.0,-2.5,12.91,0.62,0,3376,20260821
2996,DSGX,The Descartes Systems Group Inc. - Commo,Technology,,0.82,-33.0,46.0,33.9,0.43,1.3,19.0,-27.4,78.21,6.7,0,3376,20260821
2997,MH,McGraw Hill  Inc. Common Stock,Consumer Defensive,,0.82,-37.1,50.8,7.3,0.67,1.5,39.1,-26.1,13.3,2.22,0,3376,20260821
2998,SMHI,SEACOR Marine Holdings Inc. Common Stock,Industrials,,0.819,26.5,46.0,1.1,0.87,1.0,29.7,0.0,9.96,0.27,0,3376,20260821
2999,TRTX,TPG RE Finance Trust  Inc. Common Stock,Real Estate,,0.818,3.8,46.0,6.5,0.43,-0.5,-7.2,-10.1,7.89,0.61,0,3376,20260821
3000,CLW,Clearwater Paper Corporation Common Stoc,Basic Materials,,0.817,-22.6,50.8,4.3,0.73,1.5,32.6,-6.7,21.75,0.35,0,3376,20260821
3001,MBUU,Malibu Boats  Inc. - Common Stock,Consumer Cyclical,,0.817,-24.7,50.8,4.8,0.45,0.6,8.3,-25.4,29.5,0.58,0,3376,20260821
3002,MUA,Blackrock MuniAssets Fund  Inc Common St,Financial Services,,0.816,5.2,47.6,3.2,0.73,-1.9,-4.4,-10.4,10.04,0.52,0,3376,20260821
3003,EOS,Eaton Vance Enhance Equity Income Fund I,Financial Services,,0.815,-3.4,49.2,3.1,0.43,-2.5,0.4,-6.8,21.42,1.18,0,3376,20260821
3004,WYHG,Wing Yip Food Holdings Group Limited - A,Consumer Defensive,,0.815,-38.5,46.0,37.6,4.85,3.3,45.0,-45.6,5.35,0.07,0,3376,20260821
3005,MYN,Blackrock MuniYield New York Quality Fun,Financial Services,,0.813,10.9,47.6,1.9,0.54,-1.5,-0.9,-5.0,9.69,0.38,0,3376,20260821
3006,RDY,Dr. Reddy's Laboratories Ltd Common Stoc,Healthcare,,0.813,-16.5,44.4,28.9,0.51,-0.7,3.2,-20.8,12.18,10.22,0,3376,20260821
3007,WETO,Wetour Robotics Limited - Ordinary Share,Technology,,0.812,-94.0,42.9,94.3,6.48,216.4,22636.0,-21.2,26.01,0.03,0,3376,20260821
3008,OPRT,Oportun Financial Corporation - common s,Financial Services,,0.811,-5.9,49.2,3.7,0.83,-2.7,41.5,-7.3,7.5,0.35,0,3376,20260821
3009,AIRO,AIRO Group Holdings  Inc. - Common Stock,Industrials,,0.811,-67.6,52.4,5.2,0.91,-10.1,20.4,-66.7,8.6,0.27,0,3376,20260821
3010,MQY,Blackrock MuniYield Quality Fund  Inc. C,Financial Services,,0.809,8.4,46.0,4.2,0.28,-2.2,-1.7,-5.0,11.06,0.81,0,3376,20260821
3011,LZ,LegalZoom.com  Inc. - Common Stock,Industrials,,0.806,-33.0,47.6,20.5,0.59,3.8,-17.2,-47.8,5.84,0.93,0,3376,20260821
3012,LEGN,Legend Biotech Corporation - American De,Healthcare,,0.804,-34.0,42.9,57.0,0.92,7.1,-7.3,-39.9,21.82,4.22,0,3376,20260821
3013,FWDI,Forward Industries  Inc. - Common Stock,Consumer Cyclical,,0.803,-56.9,52.4,4.4,0.98,20.7,20.7,-86.8,5.14,0.32,0,3376,20260821
3014,AMIX,Autonomix Medical  Inc. - Common Stock,Healthcare,,0.801,-84.1,30.2,142.3,4.84,-23.1,50.6,-80.1,5.27,0.01,0,3376,20260821
3015,CNXC,Concentrix Corporation - Common Stock,Technology,,0.799,-54.2,47.6,28.6,0.92,3.7,15.8,-54.1,25.4,1.55,0,3376,20260821
3016,XPEV,XPeng Inc. American depositary shares  e,Consumer Cyclical,,0.798,-37.4,39.7,76.2,0.31,4.2,-4.5,-56.6,12.19,11.23,0,3376,20260821
3017,ARCT,Arcturus Therapeutics Holdings Inc. - Co,Healthcare,,0.796,-66.6,50.8,9.3,1.22,63.4,132.3,-41.9,13.45,0.29,0,3376,20260821
3018,FLO,Flowers Foods  Inc. Common Stock,Consumer Defensive,,0.796,-46.4,46.0,38.7,0.72,-7.6,-10.3,-52.3,6.95,1.57,0,3376,20260821
3019,GOOS,Canada Goose Holdings Inc. Subordinate V,Consumer Cyclical,,0.796,-18.0,49.2,6.7,0.52,0.0,-4.7,-42.1,8.74,0.85,0,3376,20260821
3020,PRTA,Prothena Corporation plc - Ordinary Shar,Healthcare,,0.794,0.1,47.6,4.0,0.47,6.7,10.8,-17.9,9.45,0.47,0,3376,20260821
3021,ETOR,eToro Group Ltd. - Class A Common Shares,Financial Services,,0.794,-16.9,39.7,44.5,0.75,6.1,-17.8,-35.4,30.31,2.8,0,3376,20260821
3022,OFIX,Orthofix Medical Inc.  - Common Stock,Healthcare,,0.791,-24.6,50.8,4.0,0.53,-3.2,-8.7,-38.3,10.01,0.41,0,3376,20260821
3023,LEO,BNY Mellon Strategic Municipals  Inc. Co,Financial Services,,0.791,10.8,47.6,1.7,0.43,-1.4,-0.8,-5.2,6.17,0.39,0,3376,20260821
3024,IIM,Invesco Value Municipal Income Trust Com,Financial Services,,0.791,14.2,47.6,1.2,0.37,-2.7,0.1,-4.2,12.45,0.6,0,3376,20260821
3025,NZF,Nuveen Municipal Credit Income Fund,Financial Services,,0.789,11.3,42.9,6.6,0.33,-1.5,-0.2,-3.9,12.23,2.42,0,3376,20260821
3026,MFIC,MidCap Financial Investment Corporation ,Financial Services,,0.788,-17.5,49.2,6.3,0.47,0.1,3.2,-17.8,9.76,0.79,0,3376,20260821
3027,PZZA,Papa John's International  Inc. - Common,Consumer Cyclical,,0.787,-30.0,42.9,47.8,0.82,-1.3,-21.1,-55.0,23.94,0.8,0,3376,20260821
3028,CCU,Compania Cervecerias Unidas  S.A. Common,Consumer Defensive,,0.786,-4.5,50.8,1.2,1.19,4.7,8.0,-18.0,12.34,2.23,0,3376,20260821
3029,PKX,POSCO HOLDINGS INC. American Depositary ,Basic Materials,,0.786,0.5,41.3,15.9,0.45,-2.2,7.5,-37.5,57.34,17.11,0,3376,20260821
3030,KRRO,Korro Bio  Inc. - Common Stock,Healthcare,,0.786,-40.2,54.0,1.3,0.75,-0.8,14.3,-74.3,13.18,0.2,0,3376,20260821
3031,TWI,Titan International  Inc. (DE) Common St,Industrials,,0.786,-7.4,49.2,3.4,0.53,3.6,-9.4,-37.3,7.15,0.43,0,3376,20260821
3032,CGBD,Carlyle Secured Lending  Inc. - Closed E,Financial Services,,0.785,-16.9,49.2,6.0,0.44,0.0,13.4,-7.4,11.35,0.78,0,3376,20260821
3033,WHR,Whirlpool Corporation Common Stock,Consumer Cyclical,,0.785,-57.5,39.7,94.8,0.37,-2.5,13.1,-56.7,40.35,2.56,0,3376,20260821
3034,RAIL,Freightcar America  Inc. - Common Stock,Industrials,,0.784,2.3,49.2,1.5,1.05,0.7,-11.6,-50.2,7.37,0.24,0,3376,20260821
3035,TDS,Telephone and Data Systems  Inc. Common ,Communication Services,,0.782,-13.6,42.9,29.4,0.53,-4.6,-0.0,-29.3,33.6,3.97,0,3376,20260821
3036,PCN,Pimco Corporate & Income Strategy Fund C,Financial Services,,0.782,-1.1,47.6,4.1,0.26,-1.2,0.5,-6.2,11.63,0.88,0,3376,20260821
3037,SEVN,Seven Hills Realty Trust  - Common Stock,Real Estate,,0.78,-18.3,52.4,1.1,0.86,-0.8,-1.7,-23.5,7.7,0.18,0,3376,20260821
3038,GDYN,Grid Dynamics Holdings  Inc. - Class A C,Technology,,0.779,-27.1,47.6,14.9,0.75,3.2,42.6,-20.5,8.0,0.61,0,3376,20260821
3039,OTF,Blue Owl Technology Finance Corp. Common,Financial Services,,0.778,-23.0,44.4,30.0,0.41,-4.4,10.4,-19.9,10.96,5.27,0,3376,20260821
3040,UPC,Universe Pharmaceuticals Inc - Class A O,Healthcare,,0.776,6.2,41.3,10.7,4.0,-6.2,39.8,-56.5,5.3,0.0,0,3376,20260821
3041,BLSH,Bullish Ordinary Shares,Technology,,0.773,-61.5,46.0,40.2,0.43,24.7,25.5,-57.1,30.41,4.31,0,3376,20260821
3042,FUBO,FuboTV Inc. Class A Common Stock,Communication Services,,0.771,-78.6,49.2,15.9,0.4,0.8,18.7,-81.3,10.23,0.27,0,3376,20260821
3043,GLRE,Greenlight Reinsurance  Ltd. - Class A O,Financial Services,,0.771,24.4,42.9,2.2,0.46,-3.0,-6.5,-19.5,15.29,0.51,0,3376,20260821
3044,COF-PI,,Financial Services,,0.77,-4.3,49.2,2.4,0.67,-1.6,-2.2,-12.4,17.65,,0,3376,20260821
3045,GPGI,GPGI  Inc. Class A Common Stock,Industrials,,0.77,-26.0,47.6,13.7,0.49,0.1,-9.1,-50.8,12.79,4.16,0,3376,20260821
3046,FNGD,MicroSectors FANG  Index -3X Inverse Lev,,,0.77,-41.8,49.2,11.8,0.48,4.4,-23.9,-67.4,27.95,,0,3376,20260821
3047,JPM-PC,,Financial Services,,0.77,3.2,46.0,4.9,0.67,-1.2,-1.8,-2.8,24.67,,0,3376,20260821
3048,PFLT,PennantPark Floating Rate Capital Ltd. C,Financial Services,,0.768,-24.2,49.2,7.1,0.45,0.1,7.1,-19.7,7.37,0.75,0,3376,20260821
3049,XGN,Exagen Inc. - Common Stock,Healthcare,,0.767,-49.7,52.4,3.0,1.05,18.9,60.0,-33.8,7.92,0.16,0,3376,20260821
3050,NPFD,Nuveen Variable Rate Preferred & Income ,Financial Services,,0.767,2.5,49.2,1.3,0.72,0.4,2.0,-2.4,18.68,0.45,0,3376,20260821
3051,FWRG,First Watch Restaurant Group  Inc. - Com,Consumer Cyclical,,0.767,-31.4,47.6,15.4,0.47,2.4,8.9,-32.0,13.03,0.77,0,3376,20260821
3052,CLFD,Clearfield  Inc. - Common Stock,,,0.765,-2.0,46.0,6.8,0.64,-4.3,-9.7,-46.3,27.54,0.37,0,3376,20260821
3053,VEL,Velocity Financial  Inc. Common Stock,Financial Services,,0.763,-9.8,50.8,1.5,0.56,1.0,6.9,-11.7,18.34,0.71,0,3376,20260821
3054,SHOE,Shoe Station Group  Inc. - Common Stock,Consumer Cyclical,,0.763,-27.5,49.2,7.5,0.48,1.5,8.2,-38.0,15.47,0.41,0,3376,20260821
3055,SNN,Smith & Nephew SNATS  Inc. Common Stock,Healthcare,,0.762,-18.5,38.1,43.3,0.45,-1.8,-1.7,-22.6,29.26,12.48,0,3376,20260821
3056,XNET,Xunlei Limited - American Depositary Sha,Technology,,0.762,-24.0,52.4,1.3,1.32,-2.5,-7.9,-52.5,5.12,0.31,0,3376,20260821
3057,CRTO,Criteo S.A. - Ordinary Shares,Communication Services,,0.76,-13.6,47.6,8.1,0.94,-8.2,-16.3,-29.8,17.44,0.85,0,3376,20260821
3058,HDSN,Hudson Technologies  Inc. - Common Stock,Basic Materials,,0.755,-32.4,50.8,4.0,0.59,-0.7,-11.1,-46.1,5.63,0.24,0,3376,20260821
3059,TKC,Turkcell Iletisim Hizmetleri AS Common S,Communication Services,,0.752,-6.0,44.4,12.6,0.64,0.0,-2.5,-23.6,5.46,4.72,0,3376,20260821
3060,AMPH,Amphastar Pharmaceuticals  Inc. - Common,Healthcare,,0.751,-36.3,49.2,8.9,0.42,3.3,14.5,-29.9,21.6,0.92,0,3376,20260821
3061,KBDC,Kayne Anderson BDC  Inc. Common Stock,Financial Services,,0.751,-0.2,46.0,5.4,0.35,-1.0,0.1,-10.0,13.36,0.91,0,3376,20260821
3062,RDCM,Radcom Ltd. - Ordinary Shares,Communication Services,,0.75,3.6,47.6,2.2,1.15,-1.6,-21.6,-36.1,10.32,0.18,0,3376,20260821
3063,BKE,Buckle  Inc. (The) Common Stock,Consumer Cyclical,,0.749,-17.7,46.0,14.5,0.44,-0.7,4.3,-23.3,43.81,2.2,0,3376,20260821
3064,NVG,Nuveen AMT-Free Municipal Credit Income ,Financial Services,,0.746,13.1,39.7,6.2,0.21,-2.1,-0.7,-6.9,12.22,2.67,0,3376,20260821
3065,DOLE,Dole plc Ordinary Shares,Consumer Defensive,,0.746,-0.8,41.3,13.8,0.67,0.1,-5.3,-17.7,13.31,1.26,0,3376,20260821
3066,VTS,Vitesse Energy  Inc. Common Stock,Energy,,0.746,-29.5,49.2,7.1,0.45,5.5,7.4,-29.7,17.11,0.69,0,3376,20260821
3067,PRGO,Perrigo Company plc Ordinary Shares,Healthcare,,0.745,-54.7,46.0,33.1,0.81,9.3,41.1,-38.2,14.25,1.78,0,3376,20260821
3068,CION,CION Investment Corporation Common Stock,Financial Services,,0.745,-34.7,50.8,4.0,0.57,-1.3,23.4,-22.2,7.33,0.36,0,3376,20260821
3069,INMD,InMode Ltd.  - Ordinary Shares,Healthcare,,0.744,6.3,42.9,7.0,0.69,-0.6,-0.2,-9.4,15.06,0.87,0,3376,20260821
3070,RCEL,Avita Medical  Inc. - Common Stock,Healthcare,,0.743,-1.7,46.0,5.8,2.03,28.2,118.2,-2.7,10.06,0.24,0,3376,20260821
3071,BBN,BlackRock Taxable Municipal Bond Trust C,Financial Services,,0.742,3.8,47.6,2.0,0.92,-0.4,0.6,-5.0,15.79,0.98,0,3376,20260821
3072,BWMN,Bowman Consulting Group Ltd. - Common St,Industrials,,0.741,-31.5,46.0,21.2,1.65,0.7,61.6,-4.1,42.61,0.74,0,3376,20260821
3073,ABR,Arbor Realty Trust Common Stock,Real Estate,,0.739,-52.3,47.6,20.0,0.4,2.0,3.4,-54.0,5.19,0.91,0,3376,20260821
3074,MMI,Marcus & Millichap  Inc. Common Stock,Real Estate,,0.738,-1.6,47.6,3.0,0.65,2.3,8.1,-1.3,32.32,1.18,0,3376,20260821
3075,NMZ,Nuveen Municipal High Income Opportunity,Financial Services,,0.732,9.5,41.3,6.5,0.25,-2.0,-2.2,-4.9,10.05,2.2,0,3376,20260821
3076,RNAC,Cartesian Therapeutics  Inc. - Common St,Healthcare,,0.73,-28.5,52.4,1.2,1.68,13.6,26.8,-10.8,10.04,0.27,0,3376,20260821
3077,TIC,TIC Solutions  Inc. Common Stock,Industrials,,0.729,-30.6,46.0,19.3,0.43,-3.5,36.4,-34.4,9.51,2.1,0,3376,20260821
3078,C-PN,,,,0.729,1.0,39.7,12.4,1.15,-0.9,-7.1,-10.7,26.35,,0,3376,20260821
3079,BFS,Saul Centers  Inc. Common Stock,Real Estate,,0.724,12.8,44.4,2.5,0.58,-3.1,-4.4,-11.0,33.72,0.84,0,3376,20260821
3080,AI,C3.ai  Inc. Class A Common Stock,Technology,,0.723,-51.9,44.4,40.4,0.52,3.7,26.4,-47.6,10.3,1.61,0,3376,20260821
3081,NNE,Nano Nuclear Energy Inc. - common stock,Industrials,,0.723,-41.9,44.4,35.3,0.42,-4.1,11.7,-66.7,18.85,1.02,0,3376,20260821
3082,RILY,BRC Group Holdings  Inc. - Common Stock,,,0.721,13.6,41.3,4.3,0.7,-4.4,2.7,-33.3,7.12,0.3,0,3376,20260821
3083,OPFI,OppFi Inc. Class A Common Stock,Financial Services,,0.721,-7.5,46.0,7.6,1.38,-2.5,-21.2,-43.0,6.98,0.61,0,3376,20260821
3084,TBCH,Turtle Beach Corporation - Common Stock,Technology,,0.718,-21.9,49.2,4.4,0.5,-0.7,4.5,-25.9,12.66,0.22,0,3376,20260821
3085,STAA,STAAR Surgical Company - Common Stock,Healthcare,,0.717,-13.5,41.3,24.1,0.52,-11.6,-4.3,-30.6,23.14,1.2,0,3376,20260821
3086,ASST,Strive  Inc. - Class A Common Stock,Financial Services,,0.713,-84.9,42.9,55.4,0.54,47.9,50.7,-89.8,18.22,1.27,0,3376,20260821
3087,NAVI,Navient Corporation - Common Stock,Financial Services,,0.713,-31.0,47.6,11.1,0.52,3.1,12.0,-27.5,9.45,0.83,0,3376,20260821
3088,SUPV,Grupo Supervielle S.A. American Deposita,Financial Services,,0.712,3.5,44.4,5.1,0.68,-1.9,-18.3,-38.6,7.9,0.75,0,3376,20260821
3089,NMAI,Nuveen Multi-Asset Income Fund Common Sh,Financial Services,,0.712,20.0,44.4,1.3,0.54,-3.7,3.7,-4.6,14.23,0.5,0,3376,20260821
3090,FG,F&G Annuities & Life  Inc. Common Stock,Financial Services,,0.711,-11.7,44.4,13.5,0.57,-17.7,-22.5,-33.9,22.57,3.67,0,3376,20260821
3091,METC,Ramaco Resources  Inc. - Class A Common ,Basic Materials,,0.71,-46.2,46.0,24.3,0.43,-2.9,6.2,-78.2,11.9,0.69,0,3376,20260821
3092,FRPH,FRP Holdings  Inc. - Common Stock,Real Estate,,0.709,-9.8,49.2,2.3,0.6,2.4,-2.1,-13.5,22.68,0.42,0,3376,20260821
3093,XHLD,TEN Holdings  Inc. - Common Stock,Communication Services,,0.709,-56.3,46.0,27.7,3.66,30.3,266.5,0.0,7.66,0.08,0,3376,20260821
3094,LOMA,Loma Negra Compania Industrial Argentina,Basic Materials,,0.709,17.1,36.5,4.2,0.6,-1.4,-21.9,-29.0,9.31,1.16,0,3376,20260821
3095,FRMM,Forum Markets  Incorporated - Common Sto,Technology,,0.709,-89.2,54.0,1.1,0.68,-10.0,-3.4,-88.6,5.48,0.08,0,3376,20260821
3096,IRS,IRSA Inversiones Y Representaciones S.A.,Real Estate,,0.708,0.7,47.6,2.0,0.73,0.8,-2.2,-19.5,14.82,1.23,0,3376,20260821
3097,OCS,Oculis Holding AG - Ordinary shares,Healthcare,,0.705,-34.8,50.8,3.0,1.51,1.1,14.4,-59.9,13.09,0.65,0,3376,20260821
3098,ICL,ICL Group Ltd. Ordinary Shares,Basic Materials,,0.705,-13.2,47.6,5.7,0.51,4.5,9.4,-14.3,5.8,6.89,0,3376,20260821
3099,MS-PP,,Financial Services,,0.704,3.0,47.6,1.6,0.61,-0.1,0.4,-1.0,25.02,,0,3376,20260821
3100,SLRC,SLR Investment Corp. - Closed End Fund,Financial Services,,0.703,-13.4,47.6,5.7,0.86,-2.0,-1.9,-19.8,12.63,0.7,0,3376,20260821
3101,INTR,Inter & Co. Inc. - Class A Common Shares,Financial Services,,0.703,-28.7,42.9,30.0,0.5,3.9,-1.3,-46.5,5.39,2.36,0,3376,20260821
3102,ODD,ODDITY Tech Ltd. - Class A Ordinary Shar,Consumer Defensive,,0.701,-74.0,49.2,10.6,1.01,0.8,-14.9,-79.2,13.22,0.61,0,3376,20260821
3103,LEN-B,Lennar Corporation Class B,Consumer Cyclical,,0.699,-33.7,49.2,6.2,0.36,0.2,5.9,-36.1,85.49,20.77,0,3376,20260821
3104,IQMX,IQM Quantum Computers Oyj - American Dep,Technology,,0.699,6.4,44.4,3.6,1.1,12.2,3.2,-20.1,11.11,4.48,0,3376,20260821
3105,FSCO,FS Credit Opportunities Corp. Common Sto,Financial Services,,0.696,-25.7,49.2,4.4,0.3,1.4,5.1,-23.1,5.18,1.02,0,3376,20260821
3106,WLFC,Willis Lease Finance Corporation - Commo,Industrials,,0.696,-53.6,47.6,15.8,0.48,-4.5,-19.4,-77.3,54.37,1.21,0,3376,20260821
3107,GDOT,Green Dot Corporation Class A Common Sto,Financial Services,,0.696,-3.8,46.0,5.1,0.54,-0.7,2.6,-11.9,13.44,0.75,0,3376,20260821
3108,DUK-PA,,Utilities,,0.696,2.3,47.6,1.6,1.62,-0.9,-1.8,-3.5,24.01,,0,3376,20260821
3109,OI,O-I Glass  Inc. Common Stock,Consumer Cyclical,,0.695,-30.9,44.4,23.2,0.63,5.7,-19.7,-56.8,7.18,1.05,0,3376,20260821
3110,IFN,Aberdeen India Fund  Inc. Common Stock,Financial Services,,0.695,-19.4,50.8,1.5,0.42,-0.3,4.6,-16.1,11.84,0.5,0,3376,20260821
3111,MET-PF,,Financial Services,,0.694,-5.5,49.2,1.5,0.84,0.2,-1.5,-12.0,17.97,,0,3376,20260821
3112,JMIA,Jumia Technologies AG American Depositar,Consumer Cyclical,,0.694,-18.4,46.0,10.9,0.5,8.2,13.7,-53.8,6.74,0.72,0,3376,20260821
3113,SBR,Sabine Royalty Trust Common Stock,Energy,,0.693,9.3,44.4,2.7,0.42,1.2,-0.6,-6.2,73.75,1.06,0,3376,20260821
3114,CIGI,Colliers International Group Inc.  - Sub,Real Estate,,0.693,-42.2,46.0,21.1,0.42,1.6,14.0,-36.6,107.06,5.45,0,3376,20260821
3115,TBLD,Thornburg Income Builder Opportunities T,Financial Services,,0.692,14.4,46.0,1.0,0.42,-0.8,2.1,-2.0,22.27,0.72,0,3376,20260821
3116,COUR,Coursera  Inc. Common Stock,Consumer Defensive,,0.691,-52.6,44.4,34.7,0.56,3.8,11.5,-50.3,6.0,1.72,0,3376,20260821
3117,FVRR,Fiverr International Ltd. Ordinary Share,Communication Services,,0.691,-55.0,49.2,8.7,0.75,2.2,-10.5,-65.5,9.21,0.34,0,3376,20260821
3118,PFSA,Profusa  Inc. - Common Stock,Healthcare,,0.689,-99.8,31.7,75.0,5.57,506.8,210.2,-99.4,5.46,0.0,0,3376,20260821
3119,BKT,BlackRock Income Trust Inc. (The),Financial Services,,0.686,-5.6,49.2,1.3,0.59,0.2,2.0,-4.4,10.44,0.34,0,3376,20260821
3120,TPVG,TriplePoint Venture Growth BDC Corp. Com,Financial Services,,0.685,-15.8,50.8,1.1,0.57,-2.4,20.4,-13.5,5.32,0.22,0,3376,20260821
3121,OPRX,OptimizeRx Corporation - Common Stock,Healthcare,,0.684,-59.9,52.4,1.9,0.77,-11.6,24.2,-64.4,7.71,0.16,0,3376,20260821
3122,FCUV,Focus Universal Inc. - Common Stock,Technology,,0.684,-97.3,39.7,63.4,4.42,55.0,277.1,-95.5,8.71,0.0,0,3376,20260821
3123,NSLR,Neostellar Capital Corp. - Closed End Fu,Financial Services,,0.684,21.3,31.7,2.6,0.51,-4.8,-2.5,-32.9,10.01,0.29,0,3376,20260821
3124,KEP,Korea Electric Power Corporation Common ,Utilities,,0.684,-11.4,44.4,11.5,0.38,-4.3,-6.7,-51.6,11.26,15.79,0,3376,20260821
3125,BBW,Build-A-Bear Workshop  Inc. Common Stock,Consumer Cyclical,,0.683,-37.2,47.6,11.2,0.48,1.4,14.9,-47.7,38.89,0.5,0,3376,20260821
3126,FMC,FMC Corporation Common Stock,Basic Materials,,0.682,-68.6,44.4,36.5,0.75,8.6,-5.7,-72.0,11.02,1.33,0,3376,20260821
3127,AHRT,AH Realty Trust  Inc. Common Stock,Real Estate,,0.681,9.3,42.9,3.7,0.6,-1.8,-3.8,-7.1,6.67,0.5,0,3376,20260821
3128,CGNT,Cognyte Software Ltd. - Ordinary Shares,Technology,,0.681,-3.8,46.0,4.4,0.61,-5.7,5.0,-29.7,8.6,0.64,0,3376,20260821
3129,MTRX,Matrix Service Company - Common Stock,Industrials,,0.68,-12.1,49.2,2.1,0.46,-7.1,-13.7,-29.7,11.07,0.33,0,3376,20260821
3130,RFAI,RF Acquisition Corp II - Ordinary Shares,,,0.68,4.4,31.7,8.7,6.24,423.0,423.9,0.0,58.0,0.09,0,3376,20260821
3131,FRA,Blackrock Floating Rate Income Strategie,Financial Services,,0.676,-9.1,49.2,1.7,0.35,-1.6,0.4,-10.6,10.78,0.38,0,3376,20260821
3132,IPST,IP Strategy Holdings  Inc. - Common Stoc,Financial Services,,0.675,-98.7,36.5,67.2,5.73,338.6,302.1,-97.6,9.65,0.0,0,3376,20260821
3133,ALIT,Alight  Inc. Class A Common Stock,Technology,,0.675,-75.3,49.2,8.8,0.64,3.0,-22.2,-81.6,14.22,0.37,0,3376,20260821
3134,OXLC,Oxford Lane Capital Corp. - Closed End F,Financial Services,,0.675,-33.0,47.6,9.2,0.49,-3.4,7.4,-34.4,9.28,0.95,0,3376,20260821
3135,BNY-PK,,Financial Services,,0.675,1.4,47.6,1.4,2.13,-0.5,0.5,-2.7,24.84,,0,3376,20260821
3136,LBTYK,Liberty Global Ltd. - Class C Common Sha,Communication Services,,0.674,-12.6,42.9,15.3,0.55,1.9,4.3,-17.8,10.41,3.4,0,3376,20260821
3137,RNP,Cohen & Steers REIT and Preferred and In,Financial Services,,0.673,-1.9,47.6,1.9,0.66,-1.3,-0.5,-4.6,20.28,0.99,0,3376,20260821
3138,CTGO,Contango Silver & Gold Inc. Common Stock,Basic Materials,,0.672,-23.0,47.6,6.9,0.96,-0.9,25.8,-39.5,20.01,0.67,0,3376,20260821
3139,HPP,Hudson Pacific Properties  Inc. Common S,Real Estate,,0.67,-18.3,46.0,9.2,0.53,4.3,-2.5,-32.5,14.5,0.74,0,3376,20260821
3140,BUI,BlackRock Utility  Infrastructure & Powe,Financial Services,,0.67,11.4,44.4,1.9,0.37,-1.2,-2.5,-10.1,27.0,0.72,0,3376,20260821
3141,GLAD,Gladstone Capital Corporation - Closed E,Financial Services,,0.67,-22.5,49.2,3.3,0.29,-0.5,3.7,-19.7,19.67,0.44,0,3376,20260821
3142,EAF,GrafTech International Ltd. Common Stock,Industrials,,0.67,-29.7,50.8,1.8,0.9,-10.2,-3.8,-65.5,6.83,0.18,0,3376,20260821
3143,TCI,Transcontinental Realty Investors  Inc. ,Real Estate,,0.669,-14.7,49.2,2.3,1.9,5.6,-6.2,-35.6,37.91,0.31,0,3376,20260821
3144,PML,Pimco Municipal Income Fund II Common Sh,Financial Services,,0.667,7.6,44.4,2.5,0.37,-1.9,0.0,-5.8,7.28,0.49,0,3376,20260821
3145,MLTX,MoonLake Immunotherapeutics - Class A Or,Healthcare,,0.666,-64.2,46.0,22.8,0.71,-4.3,-18.6,-74.6,15.76,1.47,0,3376,20260821
3146,GOF,Guggenheim Strategic Opportunities Fund ,Financial Services,,0.666,-18.5,38.1,26.1,1.31,-7.4,-7.2,-26.4,9.69,2.26,0,3376,20260821
3147,KRO,Kronos Worldwide Inc Common Stock,Basic Materials,,0.664,13.8,39.7,3.2,0.82,-3.2,23.5,-5.2,8.2,0.96,0,3376,20260821
3148,PCT,PureCycle Technologies  Inc. - Common st,Industrials,,0.663,-52.3,44.4,29.5,0.84,-2.2,13.1,-55.1,6.8,1.41,0,3376,20260821
3149,CALX,Calix  Inc Common Stock,Technology,,0.662,-36.8,42.9,29.6,0.6,1.5,12.2,-41.4,40.12,2.54,0,3376,20260821
